Comment,Label
chỉ là 1 bài tập nhưng nó chan chứa hàng ngàn giọt nước mắt của hs khi phải xa cô giáo dạy mik suốt năm trời,2
Xem muốn khóc,0
Ôi hoài niệm quá vẫn nhớ ngày hôm đó,2
"Cat ban oi hay jư lien lac voi cô jao nha,chuc cô ln vui",1
sớm ghim em,2
bản lĩnh lên vì đây mới chỉ là khởi đầu của những cuộc chia tay của cuộc đời thôi ....,2
lớp 8 tui nghỉ học đi làm rồi nên thấy cũng bình thường,2
Buồn quá,0
Nhớ ngày xưa ghê thầy chủ nhiệm giao bài tập cuối cùng là Hãy sống tốt nhé dù có gặp khó khăn thất bại gì thì hãy đứng dậy và đi tiếp tương lai đang chờ các em đọc xog câu đấy mà tui cảm giác muốn khóc dù tui là một đứa hiếm khi khóc lắm mà khi đọc xong tui không kiềm nổi nước mắt,0
Năm lớp ba tôi có quen được một cô lớp ai cũng khóc cũng thương nhưng lên tới lớp bốn cô lại nghĩ hưu làm ai cũng buồn vào ngày sinh nhật của cô khác cô tới trường lớp ai cũng mừng tết lớp năm cũng vậy mà mai mốt chắc không được gặp nữa rồi,0
Cô giáo này thật có tâm quá xúc động trc clip này,2
Hãy đi chơi nhiều hơn thời còn đi học nếu không thì không có kỷ niệm đâu,2
Tôi rất tôn trọng thầy cô,2
"Tui đã khóc, ko bt tại sao.",0
Toi da khocthat xuc dong,2
2 năm rồi ai còn coi này không,2
Mình đã khóc khi xem video này,0
Buồn 10,0
tôi chỉ muốn thoát khỏi cái trường này càng nhanh càng tốt,2
buồn quá,0
"20 rồi mới quay trở lại trường, một cảm giác buồn man mác gợi nhớ những kỹ niệm thời áo trắng. Cây phượng già vẫn đó, lớp học vẫn đây, hành lang củ mỗi giờ ra chơi chay nô đùa vẫn vẹn nguyên ở đó. Năm tháng ấy khi còn trên ghế nhà trường thật đẹp đẽ biết bao. Trở lại đây lại nhớ mối tình đầu hồn nhiên trong sáng ấy, tất cả vẫn hiển hiện một cách chân thực như thước phim quay chậm như vừa mới hôm qua thôi. Ước gì được quay trở lại khoảng thời gian ấy, được ngồi ở hàng ghế đá dưới tán cây phượng già ríu rít nói cười với cô bạn gái củ ngày xưa. Nhớ lắm ngày xưa ơi, nhớ lắm bạn bè thầy cô ơi. Mong có ngày gặp lại nhau đầy đủ nhất, mãi nhớ thời học sinh yêu dấu của tôi",1
"Còn đi học thì làm gì làm đi,chứ hết đi học rồi gặp lại thầy cô và các bạn thân khó lắm,mỗi người đều có một công việc riêng và làm ở những nơi khác nhau nên hãy trân trọng việc học nha các bạn",2
Ai để ý là cô giáo ko tắt quạt ko,2
Ôi má ởi cuộc đời này là vở kịch người đóng vai này người đóng vai kia. Vào phim trường mà xem có ai rơi nước mắt đâu,2
ĐÃ 2 NĂM RỒI SAO XEM MẤY CÁI VIDEO NÀY LẠI THẤY NHỚ CÁC THẦY CÔ GIÁO BẠN BÈ THÌ ÍT KHI TỤ TẬP GIỐNG LÚC ĐI HỌC GIỜ CX 21 RỒI CÒN NHỚ BẠN NỮ MIK TỪNG THÍCH NHƯNG KO GIÁM NGÕ LỜI GIỜ ÍT KHI GẶP NÊN NẾU CÓ THÍCH AI THÌ HÃY DŨNG CẢM NÓI RA ĐỪNG TỰ TI HÃY TẬN HƯỞNG THỜI GIAN TƯƠI SÁNG THANH XUÂN TƯƠI ĐẸP CỦA THỜI HỌC SINH LƯU GIỮ NHỮNG KỈ NIỆM VUI VẺ BÊN BẠN BÈ THẦY CÔ GIÁO .,1
Sóng gió cuộc đời đã làm tôi quên cái kí ức tuổi học trò mất rồi.nằm nhớ lại cả đêm cũng không thể nhớ hết tên của những bạn học...haizz ai giống tôi không.12A4 trường thpt An Thạnh MC Bến tre năm học 2005_2006,2
Cảm động,2
Thebuo,2
tôi chỉ ước đc ọc vs các bn cũ đến hết cuộc đời,2
tui sắp tới nè chời ơiiiiii:(((,2
Uh..thakyou..e Me Mai...,2
huhuhuhuhu,2
"Tôi nhớ lại thời gian cùng với Thầy giáo..."""";
 You have to be able to make it to the next level of time and effort to the next level of a conclusion that I was just thinking):

You are the next level of the next level of a conclusion on your own personal and non-commercial use only",2
quê mình --_--,2
Em buồn quá chị ạ em đã trải qua những ký ức đau buồn và vui vẻ cùng với cô của mình Cảm ơn cô Hòa Cảm ơn cô Trâm Cảm ơn cô Hải Lý Cảm ơn cô Hương vì đã dạy con suốt 4 năm trời qua Cảm ơn các cô vì đã dạy con suốt 4 năm học qua hiện tại con đang sống rất tốt và con đang học lớp 5 rồi . Hiện tại con chỉ còn 1 năm để nói lời từ biệt với cô Con cảm ơn bốn cô này vì đã dạy con nên người và sắp hết hè rồi con sẽ quay lại để gặp cô nhé,1
Buồn ghê tuổi học trò cũng trôi nhanh lắm,0
v trong cuộc đời này có buổi hc cuối cùng là k đc khóc à??,0
"nói chung thầy cô phải biết làm gương làm mẫu cho học sinh, sau này còn lên làm hiệu trưởng.",2
Ừm suốt cuộc đời là bao lâu vậy cô,2
Sau khi xem xong tôi khóc,0
Còn em;em nhớcô hiêp của em quá,2
Hu hu hu hu hu hu,2
Đến ngày ngày họp lớp thì cái đứa khóc to nhất lớp lại mất hút đầu tiên,0
Nhanh quá còn đc mấy buổi lên lớp nữa,2
buồn quá!,0
"Tớ xa trường 10 năm rồi , còn nhớ mãi mái trường ,bàn ghế ,đứa bạn ngồi cạnh nó cứ trêu tôi , tôi nhớ chiều tuần nào cũng rủ đám bạn đi chơi mà bây giờ đường ai người nấy đi ,vào ngày cuối năm học lớp 12 cô tớ ra bài tập cuối cùng "" các em hãy sống thật tốt biết chăm chỉ thời hạn nộp bài suốt cả cuộc đời lúc ra về đứa nào cũng ríu rít bật khóc vì phải xa mái trường",0
tôi xem clip mà xúc động khi khoảng khắc cuối cùng ấy,2
tất cả giáo viên ai cũng như em thì tôi tin nền giáo dục của VN sẽ phát triển nhất thế giới,2
Tôi hiểu vì t cx sắp rời khỏi mái trường cấp 2 r,2
Cấp 3 t có 1 gvcn C.H.A.N,2
Đừng khóc vì chuyện đã kết thúc. Hãy cười vì nó đã xảy ra.,1
Vắng cả lớp luôn à,2
Giờ tui thì muốn quay lại tuổi thơ tươi đẹp này,2
"1:44 cảm xúc : buồn,khóc",0
"Tôi nhớ mãi cô 
Dờ thì đã hết rồi",2
Thật xúc động,2
Người Cha mừng tốt nghiệp đại học của con Ông nói (lớp học con đã mãn chuyện học con bắt đầu),2
Cảm động quá!Tôi không kiềm được nước mắt,2
"Đây là ngôi trg mà toii ước mơ đỗ vào ngôi trg này vậy là chỉ còn hơn 1 tháng nx thôi là đến kì thi tuyển sinh vào lp 10 THPT mong là TG còn lại mình sẽ ôn đc nhiều và đủ ₫ để vào ngôi trg này tôi dự tính toán 8 văn 7 anh 4 cộng lại toán văn nhân 2 là 30 + tiếng anh là 34 vậy là đỗ rồi 
2k9 ơi cố lên nhé chúng ta đã cố 4 năm ròii chỉ còn hơn 1 tháng nx thôi cố thứ đêm 1 chút thoii để đỗ nv1 nhé",2
mong mấy hs giỏi,2
Nhớ lại Ký ức quá t giờ 29t oy,2
xem xong mà xúc động quá,2
Chia tay cuối cấp,2
Ngken.,2
Nghe nói.,2
buồn quá,0
"tớ năm nay mới lớp 8 mà k hiểu sao xem xong lại khóc, đỉnh điểm là lúc cô viết chữ ""vắng 43"" với cả nội dung bài tập về nhà, combo cả giọng chị lồng tiếng đúng kiểu nước mắt dâng trào",0
con toi thi khac:face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes:,2
Khóc lun á,0
"""Làm lại người TRUNG THỰC. Tha lỗi cho thày, cô"".",2
Parky,2
"Hồi tui sắp chuyển trường sau khi tốt nghiệp cấp 2 xong. Tui muốn quay lại nói lời tạm biệt thầy cô bạn bè cũ. Nhưng có điều họ cảm thấy quá thờ ơ, ko cảm xúc gì gợi nhớ. Chỉ biết quay ra cười vui mừng, coi nhau như người ko biết. Dù buồn thật, nhưng mà người ta đã cư xử với mình như vậy thì ko đáng để nhớ. Có những người họ biết coi trọng những kỷ niệm người cũ trong lớp thì mình cảm thấy còn nhớ tới và trân trọng, còn đối với kỷ niệm học trò của tui thì thù ghét nhau nhiều hơn là coi trọng nhau. Tính ra giờ tui coi cái này cũng chỉ là trong mơ mới có thôi, chứ ngoài đời tui chưa từng gặp.",1
Tôi đã rơi nc mắt với bài tập này...mới đó mà đã tròn 20 năm Tôi rời xa ngôi trường cấp 3 ấy..!Cô Khánh Vân...Chủ Nhiệm Lớp 12a7 Trường Nguyễn Hữu Cảnh năm học 2003_2004,2
Xem mà cảm động quá thầy cô đã vất vả nhiều rồi xem đi xem lại mà ko thấy chán,0
Xem xong muốn khóc dù mình mới học lớp 5 thôi,0
Hãy ghi nhớ những khoảng khắc tuyệt vời bên cạnh những người đã cho bạn kiến thức để được thành đạt,1
Bài tập về nhà cuối cùng của thầy t kiểu: Hãy xui xẻo suốt cuộc đời,2
Các b học sinh còn đi học hãy trân trọng những năm tháng còn đi học. Các thầy cô chửi mắng các bạn không phải vì họ ghét các bạn đâu. Chỉ vì họ mong muốn các bạn thành người thôi. Hãy tôn trọng họ. Bỏ việc quay trộm các thầy cô chửi hay đánh đi. Cuộc sống học sinh cũng không có lần thứ 2 đâu. Xin cảm ơn!,2
tôi luôn nhớ ơn thây cô và tất cả bạn bè của lớp cảm ơn các thầy cô mà em đc thành công đc như hôm nay,2
cô giáo này chắc bị bệnh tâm thần lâu rồi,2
tôi khóc luôn,0
tôi nhớ thầy cô lúc lớp 6 quá,2
xem clip lại bồi hồi nhớ ngày xưa. Mình chẳng thể nhớ những khoảnh khắc cuối cùng thời cấp 3 nữa rồi,2
Thật là,2
coi mà khóc,0
Em... thấy muốn luôn,2
Sỉ số 43 vắng 43 có nghĩa là tất cả đã bắt đầu có công việc riêng và không ai có thể học tiếp với cô được nữa vì tất cả đã đi làm và có công việc riêng rồi,2
Cảm động quá,2
Ai đang học trg này điểm danh,2
Tôi rớt nước mắt,2
Là giáo viên lớp cuối cấp...thì năm nào cũng vậy mà.,2
Mong cô luôn khỏe mạnh,2
Xúc động quá,2
kỉ niệm thời học sinh ko thể quên :(((((((((,2
"Tôi chẳng có ấn tượng gì ở tuổi học trò. Thời bao cấp toàn thầy cô giáo miền Bắc đói khát, dạy toàn lý thuyết vớ vẫn. Còn cô giáo dạy anh văn thì khinh tôi ra mặt chỉ vì tôi là sinh viên nghèo nhưng rất giỏi môn học này. Cũng may lòng tự trọng của tôi đã quyết định không vào trường nữa, vừa hết cấp 2. Tôi buôn bán kiếm tiền và tự học. Ấy vậy môn tiếng Anh đã đưa tôi đi đến một đất nước bình yên và tự tại nhất thế giới",2
"Tình cảm,tấm lòng cho các em học sinh",2
ơ thế học sinh nghỉ hè rồi à,2
Vắng 43 thì ai quay,2
"Tội cô ấy quá t côi mà khóc ln đó 
Tôi cũ có mt cô giáo cũ là lần cuối luôn đó",0
ban nao hoc toi do moi biet cam giac do... co nhung ban ngi hoc som ...,2
dau ai cung hoc toi do dau biet..,2
"Tôi nhớ khi tôi học lớp 12A8 buổi học cuối là cô đã giao bài tập về nhà ""nội dung cô viết là CÁC EM HÃY SỐNG THẬT HẠNH PHÚC CÙNG BẠN BÈ VÀ GIA ĐÌNH NHÉ""CÔ tôi viết xong thì cô chạy lại ôm tôi sau đó.... trong lớp ai cũng nhìn tôi và cô ôm nhau mà khóc tôi cũng không kìm chế được nước mắt nữa cuối giờ học cô đã khóc rất nhiêù vì lớp mong cô luôn luôn khoẻ mạnh bên gia đình ạ tôi chúc xong và tôi cũng lặng lẽ đi về cùng ánh mắt tràn ngập sự yêu thương dành cho cô",1
Nhớ thầy cô quá,2
Muốn khóc,0
Đéo hiểu,2
"T ko bt có thể đi học đc nx hay ko,",2
Hello teacher and Mailisa Kim Khanh,2
Nhớ lại thời học sinh,2
Buồn quá,0
Làm mình nhớ thầy cô võ quá,2
"Thật xúc động, ở lớp mình thì ko nhưng vẫn yêu lớp và thầy cô",1
Tôi coi mà tôi khóc luôn,0
Thầy cô thì năm nào củng phảy chia tay học sinh lớp cũ mà có gì đâu buồn nhỉ,0
Cảm động rơi nước mắt luôn,2
muon khoc luon,2
"Tôi cũng vậy , hồi năm lớp 12 , cô tôi cũng giao bài tập về nhà cô viết “ cô các em , cô mong các em có thể hcoj tập thật giỏi chúc các em vui vẻ “",1
mấy năm qua vs chỉ 1 cô záo?!,2
Sao vắng 43?,2
Khoản đi học mà mặc quần đùi,2
Nhớ mãi lúc rời lớp 4. Là một kỉ niệm đẹp,2
Tội nghiệp cô giáo quá có ai xúc động giống tui không,2
Năm sau viết lại y chan nửa,2
Xúc động quá,2
Cô Giáo lại rất ý thức khi ra khỏi lớp Cô đã tắt hết điện.,2
"Các em thật hạnh phúc khi có được những yêu thương từ thầy, cô.",1
Bảo cô top top ít thôi,2
Cô ơi quên tắt quạt,2
...,2
"Coi thì cảm động thật nhưng mà chỉ với mấy bạn ham học thôi, còn mấy đứa nhìn thấy btvn là ngán tận răng thì có khi không làm, có khi còn ko thèm nhớ Đợi tới lúc ra trường đi làm thì sẽ hiểu đc cs khắc nghiệt, những ngày còn đi học đc ba mẹ phục vụ, ông bà gánh còng lưng mới ra nổi trường",2
em mong cô khỏe mạnh,2
Em cảm ơn cô và thầy giáo em hiểu biết và đọc được và viết được chữ là có thầy cô giáo,2
ở lại lớp thì sao ta???,2
Em là hs lớp 6 và muốn các cô trong vd này sống tốt,2
"Không ai tắm 2 lần trên một dòng sông, hãy luôn quý trọng những khoảnh khắc ở hiện tại 
Trân trọng.",2
Em ở Bắc ninh nà,2
Cô ơi cô đừng khóc nữa mà,0
Em lớp 6 nhưng 42 bn lận,2
Thật súc động và nhân văn .,2
"T mới cbi bước vào tuổi 30 ( năm sau) , ra trường gần chục năm rồi, giờ nhìn clip này đã nhiều lần muốn dc quay trở lại ngày còn đi học, nhớ lắm , sau này chắc còn nhớ nhiều hơn nữa, nhưng cố gắng vì ngày mai vì tương lai",2
Tôi gân chay nước mắt rồi,2
Muốn quay lại học sinh,2
xúc động quá,2
"Thấy buồn quá nhưng mà thoát đc cảnh mỗi ngày dậy sớm, thức đêm học bài.",0
Cuối đời: em thưa cô em nộp bài,2
Tôi nhớ lúc tôi học xog năm lớp 12 ấy thầy tôi đã ghi là Chúc các em thành đạt trog cuộc sống và sự nghiệp của các em ai nấy lớp tôi bậc khóc luôn nhờ video này tôi mới nhớ đc kỷ niệm ấy,0
Mang về chưa chắc đá làm mà nộp,2
thương cô quá,2
that cam dong co tam ly qua,2
Cảm động quá,2
Nhạc nền thấy buồn miên man vậy. Ai biết cho mình xin với. Xem mà nhớ lớp nhớ cô thầy.,0
......,2
Cảm ơn đã nói cho tui biết sớm khi tui còn đang hoc lớp 10,2
"Đây là 1 giáo viên đúng nghĩa & yêu thương học trò của mình hết mức có thể, ko bỏ qua ai trong lớp, thương hết tất cả các em !!
Dù biết là năm sau cô sẽ có học trò mới nhưng cô vẫn mong tất cả học trò từng đc cô dạy sẽ hạnh phúc, thành đạt, 1 giáo viên tốt thật sự, tử tế & rất có trách nhiệm với học trò của mình !!",1
tôi nhớ đến những giây phút ấy,2
Mình thì sắp hết năm học rồi mình đang học lại lớp 6,2
"Toàn xạo xạo, lúc đi học đa số muốn ra trường nhanh, khỏi phải đi học vì mệt mỏi, chán nãn phải dậy sớm, thức khuya học bài, giờ sắp ra trường kiểu như tiếc nối, khóc lóc nhớ thầy cô, tâm lý kiểu như muốn học lại vậy, nếu ai đã từng chăm chỉ học tập thì chả ai muốn quay lại cả, vì đánh mất công sức, còn những đứa lười học mới mong quay lại thôi, dù cho nó có quay lại thì nó vẫn lười và ghét học thôi",0
Tui lúc muốn đi học lúc ko,2
má xem muốn khóc,0
Thương quá à,2
"Em nhớ cô lắm 
Em chỉ mún về thời đi học thôi",2
Hiện tại tôi vẫn còn đang hc cấp 2 chj tôi hc cấp 3 nhưng sao khi xem tôi đã đỏ m và khóc đó là 1 cái gì đó mà ko ai trong chũng ta quên ai r cũng phải tạm bt lớp học tạm bt các bạn tạm biệt thầy cô mà thôi nếu là tôi tôi sẽ khóc chạy đến cầm bó hoa mua sáng và tới đưa cô và ôm sao đó chào và rời đi hãy ở bên người thân bạn bè thầy cô giáo khi mà bạn còn co thể ),0
Buồn lắm chứ giờ mà muốn gặp thì không thể vì thầy cô lớp tôi hồi xưa nghỉ rồi buồn lắm tôi nhớ thầy cô tôi lắm,0
Còn lớp tui thì lúc về kiểu: vừa chạy như chó dí vừa cười ha hả,1
"t hỉu màk , t cx từg gặp r - nên m phải bỏ những thứ đó đi , m phải như t đay",2
Buồn thật mà cô ơi cô quên tắt quạt,0
Tôi cũng sắp tạm biệt thầy cô giáo rồi,2
Nhìn mà tột cô,2
Tôi đã khóc khi xem video này,0
1 cô giáo đầy tình yêu thương,1
Tôi xem xong video thì thấy súc động,2
buồn lắm,0
e lớp 4A3 đủ 43 BẠN,2
còn gì nữa đâu mà khóc với sầu,0
Khóc và khóc,0
xúc động quá,2
Ra đời bươn chải mới thấy được.Thời còn đi học đúng là Hạnh Phúc nhất,2
nho mai on thay co,2
Còn tôi cô tôi phát hiện cô bị bệnh ung thư não giai đoạn và từ đó cô ấy ko xuất hiện bh ở trừng nữa,2
Tui coi khóc luôn,0
Những khi vậy mà khi bài tập cuối cùng mà cả lớp khóc lun,0
"Năm ấy... tôi chỉ mới học lớp 10 và chỉ mới gặp những người bạn mới trong trường. Mỗi ngày, tôi đều cảm thấy cuộc sống mà phải đi học mỗi này đúng là mệt, tôi chỉ mong được ra trường thật sớm. Rồi năm lớp 10,11, dần dần trôi đi, rồi tôi cũng cảm thấy mình cũng có thêm những điều vui, những điều buồn nhưng vẫn có cô và các bạn trong lớp an ủi, động viên. Những bài học, bài tập về nhà cũng như những bật thang giúp tôi “Chắp cánh ước mơ” là những điều đột phá. Rồi điều gì rồi cũng Sẽ đến, đã cuối năm lớp 12, tôi chầm chậm bước đi đến trường, học những bài học cuối cùng trong năm cấp 3. Thời gian không chờ một ai cả, khi đang giờ ra về, cô tôi không ngừng rơi nhưng giọt nước mắt và nói:” Cô mong các em mãi mãi bay xa, trưởng thành nhé!” Câu nói đó vẫn mãi mãi đọng trong tâm trí của tôi cùng những cảm xúc tiết nuối . Tiếp tục bước tiến trưởng thành trên con đường đầy trông gai tiếp theo.... Trong cuộc đời tôi, đó là năm học cho tôi có nhiều cảm xúc nhất. Năm học đó rất ý nghĩa, tôi mong tất cả các bạn,em,anh,chị coi bình luận này Sẽ luôn trân trọng năm học cuối cùng trong 12 năm học hành đó nhé!",1
Cảm động quá,2
thật cảm động quá nhớ thời tuổi thơ quá đi,2
Suốt cuộc đời nghe cứ giống kiểu ngày nào cũng nộp đến khi hẹo á,2
"Xúc động quá
Mà khoan còn cái camera trong lớp thì sao",2
Xem xong mà muốn khóc luôn ý:(,0
Xem xong muốn khóc luôn,0
29N,2
ở bắc ninh quê mik á mn,2
khóc luôn ...,0
nhớ mãi,2
Lớp tàng ma,2
thật cảm động,2
muốn khóc theo cô giáo ghê,0
Tôi chỉ mới lớp 8 thôi nhưng xem tôi cảm thấy xúc động,2
xúc động quá,2
Xúc động quá đi,2
Xúc động quá,2
tôi dã khóc! Tôi nhớ đến những chữ cô giáo viết lên bảng,0
"Cảm giác của tao nó như thế nào "" có ba/bar đỉnh""",2
Nếu như vậy tui xin cô là cho con ôm cô đc ko?,2
coi xong nhớ cô ghê.Nhớ lời cô dặn 1 năm gặp nhau cả ngày nhưng ko thể gặp hơn 1 năm,2
Trường THPT này ngay cạnh trường tôi luôn. Nó cũng là trường cũ của chị tôi.,2
5 năm tiểu học 4 năm trung học 3 năm học cuối,2
Năm nay đang học lớp 5 rùi...,2
Lớp em cũng 43 học sinh,2
xúc động quá,2
Tôi khoc luôn,2
.,2
Tôi coi phim này muốn khóc cô giáo cũng giống như mẹ mình thương cô giáo quá,0
E xem xong e khóc nguyên một dòng sông luôn buồn quá,0
ngày xưa cho rằng việc học khó khăn cho đến khi nhận ra là học chính là thời gian quý giá nhất cuộc đời,2
Tôi coi tôi còn cảm động hơn Tôi chảy nước mắt xuống Tôi muốn khóc huhu rồi,0
chx tắt quạn kìa,2
Nhìn thôi đã thấy buồn puá,0
huhu,2
"Tui chỉ nhớ 1 câu. thầy làm chủ nhiệm lớp 10 của tôi được 1 học kì. Nhưng đến năm lớp 11 thầy lại thấy tôi và bảo: "" tôi nhớ e này, em hiền như cục đất "". H thì cũng sắp tốt nghiệp cao đẳng r. Nhà thì cũng gần trường cấp 3. Chạy ngược xuống trường r ngược lên đi thực tập. Mà h nghỉ lại vẫn thấy vui. Niềm vui nhỏ bé khi đi học chỉ nhiu đó thôi. Chứ lúc ấy tui cũng hơi trầm cảm thiệt. Lên lớp nào thì cũng y như rằng 1 lớp quen 3 đứa. Sáng hk mở miệng, trưa thì nói, chìu thì im. bởi tuổi thơ cũng ít niềm vui ở trường lắm. Cấp 2 thì hay đi hàng sớm, lên lớp 9 là ru rú trong nhà tới h. Hỏi s ch có bạn trai, nói hk dám, nhà lo. .",1
Tôi coi mà thấy buồn,0
Nhìn mà xúc động,2
tuy là mình đang là cấp 2 nhưng xem đc clip này mình cảm nhận đc đó là 1 khoẳng khắc buồn nhất của giáo viên mình cũng là cuối cấp ý nên mình ko muốn chia tay cô chủ nhiệm trong hoàn cảnh như thế này vì có thể mình sẽ không kiềm chế đc ôm cô mà khóc mất,0
Vắng 43,2
:eyes-purple-crying::face-pink-tears::face-purple-crying::face-purple-sweating:,2
tôi coi mà tui khóc,0
Chỉ số 43 vắng 43,2
Rất buồn,0
Tôi đã rất nhớ thời hs của mik,2
Nhiều khi muốn ở lại lớp để học mãi với cô mà trường chỉ cho phép ba năm ở lại....,2
……..,2
Coi sông nước mắt rơi là tả,2
xúc động quá,2
Soneo nha,2
"Ngày đó xe đạp tôi bị Hư. Bị trật dây xên. Leo lên "" Dốc đại học ở Nha Trang "" thầy thấy tôi đi qua. Gọi tôi vào bao 1 tô phở. Thầy Bảo. Hôm nay thầy mời. Ăn đi có sức dắt xe đạp. Kk. 2 thầy trò. Cười quá chừng. Kk",1
"minh moi co lop 6 hoi lop 5 khi chia tay minh da khoc :(""",2
Cảm động quá,2
aa toy khóc thiệt ròi nèeee,0
"Ủa, sỉ số:43, vắng:0 , chu sao vắng 43 ln vay, vậy lop nghĩ hết àk",2
cảm động quá,2
xúc đông quá:face-pink-tears:,2
Sau này về thăm cô giáo cho cô đỡ buồn,0
"Cảm động quá cảm ơn các cô giáo,thầy giáo đã luôn dành thời gian dậy bọn con lên người và luôn bên cạnh bọn con cảm ơn tất cả",2
Nghĩ hết mà,2
hiện tại thấy có đi học chu nghĩ dau,2
"Do mọi người đã đậu hết rồi không còn là học sinh nữa, nên lớp 43 vắng 43",2
Con sẽ luôn bảo vệ tất cả,2
"Chúc cho những ai nghe được câu chuyện này gia đình mình luôn được vui vẻ hạnh phúc bên nhau, vượt qua mọi khó khăn thử thách trong cuộc sống.",1
Thầy cô đã vất vả rồi tình cảm của thầy cô dành cho học trò rất nhiều em mong thầy cô sống khỏe mạnh,2
Video Tuổi Thơ,2
"xin lỗi, vì comments hơi ngu trong 1 video buồn, nhưng cô quên tắt quạt trần hay sao ý",0
Xàm toàn giả tạo,2
Mình cũng đã lớp 5 mình cũng xắp ra trường nhưng tui rất buồn vì rời xa những người bn đã gắng bó với tui trong 5 năm và cả các thầy cô đã giậy mình lên người,0
thật là cảm động,2
thế ko tắt quạt à,2
Tôi vẫn còn nhớ câu lớp ta rồi cũng xa nhưng xẽ mãi nhớ nhau trong tim,2
nắn nót dữ,2
Nhìn xúc động quá,2
toi rat nho khoang khac do,2
"5 năm ở tiểu học, đã bt bao nhiêu là kỉ niệm từ hồi lớp 1 đến lớp 5, mình và bạn bè cùng nhau tạo nên tình bạn thân, bây giờ kể lại thì lại không thể kiềm đc nước mắt?",2
Tôi nhớ cô của tôi in sâu trong tim tôi trong não tôi cô tui cũng giống trong đoạn clip ra bài tập làm khi cuối giữa hk2 tôi nhớ lớp 12 nhớ cô nhớ bạn và nhớ lớp,2
Lớp tui cx cs 43 hs:0,2
Đúng là người giáo viên tốt,2
câu giải đáp chính là những gì chúng ta trải qua,2
Nên đổi là xém dưới đáy xh,2
Avatar kid,2
Khi cb lên cấp 2 trước hôm chia tay tiểu học mik cx khá là buòn và bị mất ngủ.,2
dù tôi chưa lớp 12 nhưng tôi cảm nhận được cảm xúc đó,2
