Comment,Label
em học tiếp từ vựng bài 1  ngữ pháp n5 nha em  học đúng chương trình mina 1 là chuẩn nhé em,1
ukie em nhé!,1
kiki ông này cảm ơn em nhiều,2
thank kiu  ông này,2
nếu đăng ký học trực tuyến thì đăng ký sao ạ thầy,1
thầy cảm ơn nha,2
"thông thường, chỉ có 2 trường hợp bỏ chủ ngữ là: chủ ngữ là bản thân mình, hoặc chủ ngữ đã được xác định trước đó em nhé!",1
dạ em cảm ơn,2
thầy cảm ơn em nhé  hôm nay em đã học xong bài 1 chưa,2
kiki tuyệt vời quá. được đánh thức lại kiến thức cũ là một điều vô cùng thú vị. thầy tin là kiến thức tiếng nhật của em sẽ nhớ lâu hơn sau mỗi lần em xem lại kiến thức,2
thầy cảm ơn em nhiều  thật mừng vì kênh đã về. cố gắng chăm chỉ để không bỏ lỡ bài nào nhé em,2
"thầy dạy hay quá ạ, xem cực kì dễ hiểu ạ",2
xem video của thầy quá là tâm huyết và dễ hiểu nhất,2
cảm ơn thầy,2
"thầy ơi, em mới học xong bảng chữ cái cũng như các nguyên tắc rồi ạ. giờ em nên bắt đầu học bài từ vựng trước hay ngữ pháp trước ạ? và em nên học xen kẽ 2 phần này hay hoàn thành xong phần nào rồi học tiếp phần nấy ạ. em cảm ơn thầy ạ",1
ơn trời. thầy lấy lại được kênh rồi,2
mừng quá.. thầy đã lấy lại được gốc cho em,2
"cảm ơn thầy, thầy dạy rất dễ hiểu",2
e xem thầy dạy rất dễ hiểu . cám ơn thầy đã tạo ra video giảng dạy rất hay,2
"thưa thầy, ta có thể dùng hiragana và katakana viết lẫn lộn trong 1 câu được không ạ. ví dụ một câu có thể viết bằng hiragana nhưng lại dùng thêm ít katakana hoặc thay bằng katakana. có tiêu chuẩn nào để mình viết không ạ. em xin cảm ơn thầy ạ",1
đang nghe đến 1:00:00. đã hoàn thành,1
thầy ib em với em muốn đăng ký học n4 ạ nay trượt rồi ạ,1
em muốn đăng kí học thì ntn ạ,1
cảm ơn thầy,2
bây giờ là 23:09 ngày 6 tháng 1 2025.,1
cô kaiwa quen để giao tiếp với đồng nghiệp nên muzukashi .mukashi mukashi benkyou n5 nihongo,1
rất hay dễ hiểu,2
có bạn nào chưa học bảng chữ cái đã xem video này không,1
bạn rất giỏi trong giảng dạy,2
kiki thầy cảm ơn em nhiều  nha,2
thầy cảm ơn em nha. được em và các bạn ủng hộ thầy vui quá. chúc em sớm chinh phục được hết kiến thức n5 n4 nha,2
thầy cảm ơn em nha  thầy chúc em sớm chinh phục được hết kiên thức n4 n5 nha,2
thầy ơi em muốn học đủ lộ trình của n5 thì học từ bài nào theo thứ tự ạ. em cảm ơn thầy ạ!,1
em học từ vựng trước rồi học ngữ pháp sau. và học từ bài 1 đến bài 25 là hết chương trình n5 nhé em. em học ngữ pháp xong thì em tìm thêm bài tập để nhớ sâu hơn nha,1
dạ em cảm ơn thầy,2
uki em nha,1
em học từ vựng thuộc rồi mới học ngữ pháp em nha  học vậy thì em sẽ tự tin học ngữ pháp hơn nha,1
kiki vui quá em ơi,2
kiki thầy cũng vui lắm luôn,2
cảm ơn em rất nhiều  chúc em sớm chinh phục được hết kiến thức n5 nha,2
em nói làm thầy vui quá. thầy cảm ơn em nhiều. chúc em sớm chinh phục được hết kiến thức n5 n4 nhé,2
"trong tiếng nhật thì katakana dùng cho các từ đi mượn, hoặc để nhấn mạnh thôi em nha. nếu một từ vựng là hiragana thì em vẫn dùng hiragana trong câu bình thường em nha",1
hơi dài chút nhưng đầy đủ kiến thức. em cố gắng học hết bài nha,1
em giúp thầy nhắn tin vào facebook nguyễn ngọc tiệp để thầy gửi thông tin khoá học cho em nhé! thầy cảm ơn em nhiều,2
em giúp thầy nhắn tin qua facebook nguyễn ngọc tiệp để thầy gửi thông tin khoá học cho em nhé! thầy cảm ơn nhé,2
uki em nha,1
thật tuyệt vời cố gắng kiên trì nha em!,2
dạ vâng ạ  vậy cô cố gắng nhé ạ,2
kiki thầy cảm ơn em nhiều,2
vậy thì tìm và xem ngay bảng chữ cái em nha,1
mình cảm ơn bạn nhiều nha,2
rất thuyết phục dễ hiểu,2
dễ hiểu huhu học ng khác không vào vừa vào xem thầy dính luôn,2
cảm giác học từ thầy thấy đơn giản và có hứng thú học tiếng nhật hơn nhiều ạ.,2
thầy ơi em đang muốn học trực tuyến khóa học n5 ạ,1
mình bắt đầu tự học trên youtube.không biết có ổn không,1
muốn vào học bài 1 thì nên học thuộc thê chữ kanji hay học thuộc  hinagana và katakana là vào học bài 1 vậy ạ,1
"thầy đã handsome lại còn dạy hay nữa chứ. học thầy dễ hiểu ghê. cảm ơn thầy nhiều. chúc thầy sức khoẻ và thành công, nhiệt huyết trên con đường giảng dạy tiếng nhật ạ.",2
tên duyên thì viết ra tiếng nhật sao anh,1
vậy học từ vựng ở đâu bà như thế nào ạ,1
thầy ơi cho em hỏi thực tập sinh đọc và ghi sao vậy thầy,1
quá ok  a. cảm ơn thầy a,2
hay nhan. học trực tuyến như này cũng ok.  cám ơn kênh. đã được kênh và theo dõi học tại nhà,2
"bài giảng tuyệt vời nhất mà mình từng xem, quá là tâm huyết cảm ơn bạn đã chia sẻ",2
cảm ơn thầy..thầy dạy dễ hiểu quá,2
bắt đầu học trực tuyến từ n5 đến n4 thôi nào,1
rất cảm ơn thầy..,2
cảm ơn anh rất nhiều. để bình luận ở đây. ngày mai bắt đầu từ hôm nay,2
thật đúng là cặn kẽ và rễ hiểu cảm ơn thầy giáo ạ,2
có khoá học nào thầy dạy trực tuyến kèm 1-1 không ạ,1
cảm ơn bạn nhiều,2
kiki thầy cảm ơn em nhiều. nhớ chăm chỉ học đừng phụ công thầy quay bài nha,2
kiki chào đón em đến với những bài giảng của thầy. chúc em sớm chinh phục được hết bài giảng n4 n5 nha,2
em cảm ơn thầy ạ,2
"thầy đăng đầy đủ video rồi, em có thể học hết n4 n5 bằng các video của thầy đã đăng nha  em sẽ càm nhận được có ổn hay không khi học những video đầu nha",1
học từ vựng trong bài học ở đâu vạy ạ,1
"em học bảng chữ cái hinagana và katakana, biến âm.... xong thì em chuyển qua bài 1. em học từ vựng trước ngữ pháp sau. từ vựng thầy đăng 50 bài mina, em tìm giúp thầy nha",1
kiki đọc bình luận của em mà thầy vui quá  như thế này thầy lại có động lực tiếp tục quay thật nhiều video rồi  chúc em sớm chinh phục được hết kiến thức n5 nha!,2
"dạ em cảm ơn thầy. 
trong tương lai em sẽ đăng kí lớp zoom của thầy trước khi sang nhật.",2
em tìm list danh sách từ vựng 1- 50 mina 1 giúp thầy nhé!,1
thầy cho em hỏi tháng 3 năm sau em bay. mà ăn tết mình xong em muốn học trực tuyến thì được không thầy.,1
thaonguyen-gp2gt  em cũng có cùng câu hỏi này,1
dạ em cảm ơn thầy nhiều ạ,2
kiki thầy cảm ơn em nhiều nha,2
chúc em sớm chinh phục được kiến thức mina 1 của n5 nha,2
thầy cảm ơn em nhiều nha  cố gắng chăm học không phụ công thầy quay bài nhé!,2
kiki thầy cảm ơn em nhiều. chúc em sớm chinh phục được hết kiến thức tiếng nhật nha,2
kiki học liền em ơi,2
kiki cố gắng chăm chỉ học hết n5 nha em,2
uki luôn em ơi. cố gắng chăm chỉ chinh phục hết bài giảng n5 n4 nhé em!,2
cố gắng chăm chỉ chinh phục được hết kiến thức n4 n5 nha,2
de đang học luôn thầy,2
hay wá thầy ơi,2
học 25 bài này trước hay học 50 bài từ vựng trước vậy thầy,1
thầy dạy dễ hiểu lắm,2
điều tuyệt vời nằm ở đây .,2
"thầy ơi, trong bài có vài từ kanji ấy thầy có video dạy không ạ?",1
n1 no n2 thì phải dịch là n2 của n1 chứ ạ. học sinh của trường anh thì phải là trường anh (n1) no học sinh (n2),1
mình học 2 bảng hiragana với katakana rồi mới bắt đầu học bài này hay sao ạ? em mới học nên không biết học cái nào trước!,1
neu ten trong tieng nhat co nghia thi sao,1
"học theo lộ trình của thầy thì dùng sách gì ạ , em chúc thầy có thật nhiều sức khoẻ ạ",1
may quá có video của thầy để mình có động lực học,2
muốn học kanji thì học như nào mọi người ạ,1
mọi người cho tui hỏi mua giáo trình ở đâu ạ,1
days 3. . điểm danh,1
"thầy dạy đúng có tâm có tầm luôn , em chúc thầy có thâht nhiều sức khoẻ và thành công hơn trong tương lai ạ",2
cảm ơn thầy rất hay và dễ hiểu ạ,2
"dạ em chào thầy ạ,
em chỉ mới tìm hiểu về tiếng nhật thôi, hiện tại em vừa học vừa làm nên nhiều khi strethầy cũng như lười khi đụng vào sách vở, em vô tình xem 1 video ngắn của thầy chia sẻ về việc làm thế nào để không buồn ngủ khi học tiếng, em cảm thấy video rất truyền động lực luôn ạ. và thế là em lao vào cày view seri này, hiện tại em xem clip này là lần thứ 10 11 chi đó rồi, em ngồi bình thường cũng bật lên nghe để cho nhớ và có phản xạ. em chỉ mới học thuộc bảng hiragana thôi, nhưng những câu ví dụ và ngữ pháp, từ vựng trong video này của thầy em đã thuộc nằm lòng hết rồi  

có thể thầy không xem được những dòng này(e nghĩ là thường sẽ có 1 team riêng phụ trách mảng youtube) nhưng em vẫn muốn gửi lời cảm ơn đến thầy vì sự tâm huyết trong từng câu chữ để truyền đạt kiến thức

nhờ có những clip của thầy đã tiếp thêm động lực để có thể cố gắng nghiêm túc học hơn 
chúc thầy và những thành viên ở trung tâm nhiều sức khỏe và thành công hơn nữa ạ

cảm ơn thầy và team rất nhiều",1
mọi người cố gắng học hết 25 bài nha  (mình cũng v ),1
thầy dạy quá tận tâm và quá dễ hiểu luôn,2
kiki cố gắng chăm chỉ em nhé!,2
kiki thầy cảm ơn em,2
em học từ vựng trước rồi học ngữ pháp em nhé!,1
vâng ạ!,2
thầy cảm ơn em nha  cố gắng chinh phục hết n5 n4 em nha!,2
kiki thầy cảm ơn loan nha,2
"thầy cảm ơn em nhiều nha  em muốn hỏi về video kanji em nhỉ. video kanji thuộc tài liệu của khoá học trực tuyến nên hiện tại thầy chưa thể chia sẻ công khai trên youtube được. em có thể tự học bộ thủ trước, sau đó học kanji từng trình độ nha",1
cảm ơn thầy ạ,2
thầy vẫn dịch như vậy mà em nhỉ. em xem lại bài giúp thầy nhé!,1
slide bị ngược ạ. slide ghi n1 của n2,1
đúng rồi em nha. em học xong hết video bảng chữ cái rồi em học từ vựng và ngữ pháp nha,1
em mua bộ sách mina no nihongo nhé em!,1
kiki vậy cố gắng chăm chỉ không được phụ công thầy quay bài đâu nha em,2
em học từ bộ thủ rồi chuyển sang học kanji n5 n4 nhé,1
giáo trình minano nihongo em có thể mua ở bất kì hiệu sách nào nha em!,1
thầy cảm ơn rất nhiều. thầy chúc em học tiếng nhật thật hiệu quả. cố gắng chinh phục hết kiến thức n5 n4 luôn em nhé!,2
thầy cảm ơn nhiều nha. chúc em sớm chinh phục được hết kiến thức n5 nha,2
"nếu thầy bảo là thầy vẫn làm người rep những bình luận này của em, thì em có tin không  
thầy rất cảm ơn em vì những tình cảm cũng như những lời chia sẻ đầy ý nghĩa của em. được em đồng hành cùng thầy chắc chắc là một cái duyên rồi. nếu có cơ hội thầy hi vọng được gặp em ở khoá học n3 nha  
thầy chúc em sẽ sớm chinh phục được khoá học n5 n4 nha",2
"dạ, em hẹn thầy ở khóa học cao hơn ạ.",2
cùng các bạn cố gắng em nha,1
thầy cảm ơn fedback có tâm của em nha,2
có ai tự học ở nhà mà mới bắt đầu học như mình không . thầy giảng rất hay ạ em mới bắt đầu học,1
"nể thầy thiệt, video gần 2 tiếng quá chi tiết luôn",2
"vừa vào bài 1 đã xuất hiện mấy chứ tiếng nhật ngoằn nghèo chả hiểu gì cả. ít ra cũng phải dạy cách viết, quy tắc viết, quy tắc phát âm đã chứ. chưa gì đã xằng với cả kưn gì đó nghe không hiểu gì.",0
em cũng đeo tai nghe bật to để hiểu thấy to quá em bỏ tay nghe ra,1
"thôi thầy ạ em theo thầy làm 1 giáo viên bình thường, để họ tự lo đi, em giúp z đủ r",1
cảm ơn thầy rất nhiều,2
thầy dạy dễ hiểu dễ học. nhưng vì em học nghe thông qua tai nghe nên mỗi lần đổi bài là em hơi giật mình xíu,2
anh ơi anh dạy ở đâu đấy cho em xin địa chỉ để vào học ạ,1
thật sự là rất chi tiết rất dễ hiểu luôn  bật video thầy lên rồi ngồi vào bàn học mà mình tập trung học hơn mấy tiếng không hay luôn. mong là mình sẽ chinh phục được n5 và cảm ơn thầy nhìu lắm ạ,2
học thầy dễ hiểu nhất,2
ước biết kênh này sớm hơn,2
thầy cô và ace trong trung tâm quá tuyệt vời. có cơ hội em sẽ đăng kí off line. hiện tại đăng kí kênh của thầy cô thay cho lời cảm ơn,2
thầy ơi thầy em đọc nặng thành sềnh được không ạ,1
thầycó thể cho em hỏi cách sử dụng các trợ từ gắn cuối câu trong tiếng nhật và cách sử dụng được không ạ,1
"mua sách gì để tự học, ôn n5 ổn z anh (e có học 2 bản từ vựng r)",1
có ai mới học không ib kết bạn cùng học,1
e mất gốc n5 không biết bắt đầu từ đâu luôn,1
kiki thầy cảm ơn em. có nhiều bạn cũng đang bắt đầu học giống như em vậy. em cố gắng chăm chỉ nha,2
thầy có bí quyết gì học nhanh thuộc từ vựng không ạ.em học toàn hay quên dù biết từ vựng rất quan trọng,1
vậy em cố gắng chăm chỉ theo bài không phụ công thầy quay bài nha,2
từ vựng không lo học than cái gì,1
uki em nha,1
uki em nha   thầy đợi em.,1
kiki ukie em nha  chúc em học tốt nhé,1
thầy cảm ơn em nhé. để thầy xem lại âm thanh xem có bị sao không em nhé!,2
"chào em, anh có lớp trực tuyến và lớp zoom có thể học ở bất kì đâu. em liên hệ nick facebook nguyễn ngọc tiệp để thầy tiện tư vấn cho em nha",1
kiki tuyệt vời quá em ơi. cảm ơn vì những lời khen của em nha. thầy rất vui vì được đồng hành cùng em trên hành trình này. chúc em sớm chinh phục được khoá học n5 nha.,2
"um thế ông học trên đấy đi dịch sao học đấy đi
anh tiệp giảng dễ hiểu như thế mà. đúng là lỗ tai cây",1
kiki tuyệt vời em ơi. thầy cảm ơn em nhiều nha,2
cũng chưa quá muộn đâu em. cố gắng học nha em,1
thầy cảm ơn em nhiều nha. chúc em sớm chinh phục được video n5 n4 thầy đăng trên kênh nha,2
ý của em là vĩ tố cuối câu phải không em?,1
em học theo mina no nihongo là ổn. em học cả từ vựng và ngữ pháp song song nhau cho nhanh nhớ em nhé!,1
"ngữ pháp là gì z anh, chỉ cần học trong cuốn mina là được phải không anh",1
đúng rồi em. có sách ngữ pháp mina riêng đó em nhé,1
em cám ine anh nhìu,1
có tớ đây,1
tôi với,1
kết bạn nào,1
em cứ ôn lại ngữ pháp và học từ vựng nữa là sẽ ôn được lại kiến thức nha,1
vâng do ngày trước covid nên trung tâm dạy trực tuyến nên em không biết gì hết,1
học gần xong n2 rồi vẫn mông luông quá giờ mình quyết định học lại tiếng nhật từ con số 0 luôn để nắm chắc kiến thức,1
có ai như em không ạ? giờ mới bắt đầu học lại ạ.,1
"e có học tiếng nhật ở trường r. em xem lại thấy th giảng hay quá. phương pháp giảng dạy dễ hiểu, có bài tập để ôn lại. rất biết ơn th. chúc th vui vẻ.",2
thầy giảng rất chi tiết lần đầu em nghe được người giảng như thầy giá mà em xem được video của thầy sớm hơn,2
có app gì trên điện thaoji có thể ôn luyện từ vựng không mọi người ai có cho em xin với,1
quá ok luôn thầy oi,2
cảm ơn thầy,2
"video rất bổ ích ạ
cuối cùng em cũng đã tìm ra trang thầy để có thể tập trung vào việc học thôi ạ
cám ơn thầy",2
"e tưởng đô na ta lịch sự hơn đa rê,  ô i kư tsu lịch sự hơn nan sai chứ ạ",1
em cám ơn vì bài giảng ạ,2
cảm ơn thầy nhiều  em mất gốc ngữ pháp 2 năm không dùng đến. giờ nghe lại dễ hiểu quá,2
thầy dạy dễ hiểu quá,2
"em cảm ơn thầy rất nhiều ạ, bài giảng hay quá ạ 3",2
cảm ơn thầy rất nhiều ạ,2
bắt đầu học lại từ đầu,1
cảm ơn thầy tiệp ạ thầy dạy dễ hiểu,2
"1 cấu trúc đưa ra rất nhiều ví dụ nên học rất dễ vào và không bị nản, thầy dạy hay phết",2
thầy ủng hộ em ôn lại kiến thức nha. em vừa học vừa ghi chép lại kiến thức đã ôn để nhớ như in luôn nha,2
kiki thầy cảm ơn em nhiều nha. chúc em sớm chinh phục được khoá n5 n4 em nha,2
kiki may quá  em cố gắng chinh phục xong khoá n5 nhé em,2
hiện tại thầy có app luyện ghi nhớ thực hành được mở miễn phí cho n5 em nhé  các n khác cần đăng ký khoá học mới học được em nha,1
kiki thầy chúc mừng em đã tìm thấy thầy  cố gắng chinh phục hết n5 n4 thầy đăng trên kênh nha em,2
uki em nhé. thầy đợi em nha,1
ok em nhé. em cố gắng học hết n5 rồi sang n4 học luôn nhé. thầy đăng hết video n5 n4 trên kênh rồi nha. yên tâm học nhé em!,1
cố gắng một thời gian nữa là học xong được n5 n4 luôn đó em 3,1
thầy cảm ơn em nhiều nhé,2
cứ dạy xong bài nào mà có lời cảm ơn chân thành như thế này thầy lại thấy có động lực lắm luôn,2
lần này học lại phải học chắc luôn để không phải học lại em nhé,1
kiki học thế dễ vào hơn em nhỉ  thầy cũng thích học như vậy,2
người mới học n5 thì nên mua sách nào vậy anh,1
ôi trời thầy dạy chi tiết dễ hiểu quá ạ,2
thầy dạy cũng dễ hiểu lắm luôn,2
"thầy giỏi quá em học 2 ngày nói mới xong 
chắc em bỏ luôn quá",2
em rất thích video . hú hú,2
thầy dạy dễ hiểu qua,2
mình học hết n4 cách đây 5 năm.giờ mở ra học lại cảm thấy quên quá nhiều rồi.vì không có cơ hội ôn hay sử dụng.làm thế nào để có động lực học lại từ đầu đây.ngoài 40 tuổi rồi,1
thầy dạy dễ hiểu lắm ạ cảm ơn thầy rất nhiều ạ,2
cảm ơn thầy rất nhiều,2
"anh giảng dạy rất chi tiết rõ ràng dễ hiểu, chúc anh nhiều sức khỏe",2
thầy dạy chi tiết dễ hiểu quá ạ,2
cảm ơn thầy rất nhiều,2
cảm ơn thầy đã chia sẻ kiến thức rất tận tình em là người mới bắt đầu học dễ hiểu dễ nắm bắt được bài và ghi nhớ tốt.,2
đi học trung tâm cả tháng mới biết bạn .  biết sớm thì ở nhà học cũng ok,1
45 tuổi đang học tiếng nhật.bỏ 25 năm đi làm kg có cơ hội học.giờ đi học già nó rồi.nhưng vẫn cố gắng,1
em đã học tại nhà chữ cái vì lười nên chưa học nhanh.,1
10h học bắt đầu,1
"thầy dạy hay , dễ hiểu quá ạ",2
thầy dạy nhiệt tình dễ hiểu.  cảm ơn thầy rất nhiều.,2
"muốn học thì tìm thầy ở đâu, có dạy trực tuyến không thầy ,",1
n5 n4 thì thầy thấy bộ sách mina rất phù hợp em nha.,1
thầy cảm ơn em nhiều. chúc em sớm chinh phục n5 n4 nhé 3,2
kiki thầy cảm ơn em nha  cố gắng chinh phục xong n5 n4 em nha 3,2
"cố lên em ơi. chặng đường này có thầy đồng hành, đừng bỏ thầy nha",1
mình nghĩ bạn cứ cố gắng học và ôn lại những kiến thức cơ bản trước. dần dần khi học thêm được nhiều kiến thức bạn sẽ thấy mình có thêm động lực đó nha,1
thầy cảm ơn em nha  em cố gắng học theo nha,2
thầy cảm ơn em nha  chúc em sớm chinh phục được n5 n4 nha,2
tuyệt vời quá. vậy em cố gắng kiên trì chinh phục hết chương trình n5 n4 nha,2
thế giờ học lại luôn từ đầu luôn đi bạn  chúc bạn sớm hoàn thành chương trình n5 n4 nha,1
"tuyệt vời quá ạ. mỗi ngày học một chút, em tin là chị sẽ sớm hoàn thành được bài học n4, n5 nha em",2
... đang chuẩn bị qua nhật bản rồi ...biết nói ít rồi.cảm ơn thầy,2
giải thích rõ ràng,2
uki em nha. em cố gắng dành thời gian học hết n5 và n4 nha,1
dạ em đang cố học truoc bài . thầy dạy rất hay á . em học sg muốn học bên thầy để tốt tiếng nhật hơn,2
cố gắng chinh phục từng chút từng chút một nhé em,1
thầy cảm ơn em nha  em cố gắng kiên trì học hết n5 và n4 nha,2
thầy cảm ơn em nha. chỉ cần các bạn kiên trì học tới cùng thì đó cũng là lời cảm ơn chân thành với thầy rồi,2
em liên hệ nick facebook: nguyễn ngọc tiệp giúp thầy nha  thầy cảm ơn em nha,2
162 em đã cười rất nhiều,2
"1 năm 3 tháng học tiếng nhật, nhờ xem từ bài 1 đến ngữ pháp sinkanzen n3 của thầy nên đã đỗ n3 trong 10 tháng từ khi chưa bình thường gì. thật sự cảm ơn thầy",2
em muốn học bảng chữ cái,1
thầy ơi cho em xin link học chữ cái,1
"cảm ơn thầy rất nhiều, thầy giảng dễ hiểu ạ",2
cảm ơn thầy,2
"cảm ơn thầy rất nhiều, tuy em mới lần đầu học nhưng thầy giảng rất có tâm và dễ hiểu, em học theo và phát âm thấy tự tin lắm luôn. mong thầy và trung tâm luôn nhiều sức khỏe và giảng thật nhiều bài hay đến những người học như chúng em. cảm ơn thầy nhiều ạ",2
"em cảm ơn thầy nhiều ạ, thầy cho em hỏi các hán tự là mình tự học hay trong chương trình có dạy ạ ?",2
cảm ơn thầy nhiều thật tốt bụng,2
rất hay.va rât dễ hiêu,2
"em đã mải mê tìm nơi để học 
và quyết định mua sách về tự học ở nhà qua các video của thầy
mê cách thầy chi tiết với từng câu chữ khi dạy",1
cho em xin link file nghe của sách minano nihongo 1 với ạ,1
watashi wa watashi dets ( tôi là tôi ạ ),1
watashi wa thuy dets,1
thầy không dạy 25 bài từ vựng à?,1
em bắt đầu mới học mà thấy anh dạy dễ hiểu quá.,2
"cảm ơn thầy nhiều lắm, chúc thầy sức khỏe dồi dào,",2
mình mới học tiêg có thắc mắc là khi nào minh viết tên của nguoi nào đó bằng chữ hiraganavà khi nào viết bằng chữ katakana hay ntn?,1
thầy cũng có khiếu hài hước đấy chứ,1
ui thầy chúc mừng em nha. thật sự đây là điều tuyệt vời nhất trong ngày. một lần nữa thầy chúc mừng em. tiếp tục cố gắng và phát huy năng lực tiếng nhật của mình nha,2
một ngày b học mấy tiếng mà lẹ vậy,1
em tìm trong phần danh sách sẽ thấy chuỗi video bảng chữ cái tiếng nhật nha em,1
em tìm trong phần danh sách sẽ thấy chuỗi video bảng chữ cái tiếng nhật nhé em,1
thầy cảm ơn em nhiều nha. thầy hi vọng là những video thầy đăng sẽ có ích cho em. thầy có đăng đầy đủ các video để có thể bắt đầu học tiếng nhật rồi. em cố gắng sớm chinh phục n5 - n4 nha,2
"em có thể tự học 216 bộ thủ, sau đó tự học kanji theo từng cấp độ nha em. còn chương trình học kanji ở minato thì chỉ dành cho khoá học trực tuyến thôi em à.",1
dạ thầy ạ.,2
kiki em cố gắng học hết n5 n4 thầy đã đăng nha,2
thầy chúc em học tốt và chinh phục được hết n5 và n4 nha,2
thầy có đăng 25 bài từ vựng do cô trà giảng dạy nhé em! em tìm từ vựng mina 1 giúp thầy nhé!,1
nhưng không phải là thầy dạy..hihi,2
cảm ơn anh thầy rất nhiều,2
